PlayerName,Runs,BallsFaced,Sixes,Matches_Batting,Fours,StrikeRate,Wickets,Economy,Overs,Matches_Bowling,PerformanceScore
HV Patel,249.0,203.0,15.0,37.0,16.0,122.66009852216749,135.0,8.736355226641999,360.3333333333333,103.0,3387.45
Harbhajan Singh,833.0,604.0,42.0,88.0,79.0,137.91390728476821,150.0,7.078454332552693,569.3333333333334,160.0,3791.65
Harmeet Singh,18.0,12.0,0.0,4.0,3.0,150.0,27.0,7.9890710382513666,91.5,28.0,675.9
Harpreet Brar,233.0,190.0,9.0,24.0,19.0,122.63157894736842,25.0,7.908689248895434,113.16666666666667,39.0,636.65
Harpreet Singh,123.0,119.0,3.0,8.0,10.0,103.36134453781514,0.0,0.0,0.0,0.0,6.15
Harshit Rana,2.0,3.0,0.0,3.0,0.0,66.66666666666666,25.0,9.054545454545455,64.16666666666667,19.0,625.1
I Malhotra,7.0,4.0,0.0,1.0,1.0,175.0,0.0,23.0,1.0,1.0,0.35000000000000003
I Sharma,57.0,69.0,2.0,21.0,4.0,82.6086956521739,92.0,8.242529233434388,384.8333333333333,110.0,2302.85
I Udana,15.0,11.0,1.0,4.0,1.0,136.36363636363635,8.0,9.724137931034482,29.0,10.0,200.75
IC Pandey,0.0,2.0,0.0,1.0,0.0,0.0,18.0,7.675324675324675,77.0,24.0,450.0
IC Porel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.75,4.0,1.0,25.0
IK Pathan,1150.0,950.0,38.0,82.0,88.0,121.05263157894737,80.0,7.779735682819383,340.5,101.0,2057.5
IR Jaggi,76.0,97.0,0.0,7.0,6.0,78.35051546391753,0.0,0.0,0.0,0.0,3.8000000000000003
IS Sodhi,7.0,17.0,0.0,2.0,0.0,41.17647058823529,9.0,6.696132596685082,30.166666666666668,8.0,225.35
Imran Tahir,33.0,37.0,0.0,8.0,5.0,89.1891891891892,82.0,7.764437689969604,219.33333333333334,59.0,2051.65
Iqbal Abdulla,88.0,84.0,1.0,13.0,9.0,104.76190476190477,40.0,7.232608695652173,153.33333333333334,48.0,1004.4
Ishan Kishan,2644.0,1946.0,119.0,99.0,255.0,135.86844809866392,0.0,0.0,0.0,0.0,132.20000000000002
J Arunkumar,23.0,23.0,0.0,3.0,5.0,100.0,0.0,0.0,0.0,0.0,1.1500000000000001
J Botha,409.0,359.0,5.0,28.0,39.0,113.9275766016713,25.0,6.916426512968299,115.66666666666667,34.0,645.45
J Fraser-McGurk,330.0,141.0,28.0,9.0,32.0,234.04255319148936,0.0,0.0,0.0,0.0,16.5
J Little,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.921052631578947,38.0,11.0,275.0
J Suchith,70.0,61.0,3.0,9.0,6.0,114.75409836065573,19.0,8.6,70.0,21.0,478.5
J Syed Mohammad,29.0,26.0,0.0,5.0,4.0,111.53846153846155,8.0,8.84375,32.0,11.0,201.45
J Theron,10.0,12.0,0.0,4.0,1.0,83.33333333333334,11.0,8.199095022624434,36.833333333333336,10.0,275.5
J Yadav,40.0,36.0,1.0,4.0,2.0,111.11111111111111,8.0,6.846153846153846,65.0,20.0,202.0
JA Morkel,975.0,687.0,55.0,67.0,61.0,141.92139737991266,85.0,8.214741729541498,287.1666666666667,87.0,2173.75
JA Richardson,17.0,26.0,0.0,3.0,2.0,65.38461538461539,3.0,10.466666666666667,15.0,4.0,75.85
JC Archer,199.0,128.0,14.0,23.0,11.0,155.46875,48.0,7.406546990496303,157.83333333333334,40.0,1209.95
JC Buttler,3583.0,2430.0,161.0,106.0,356.0,147.4485596707819,0.0,0.0,0.0,0.0,179.15
JD Ryder,604.0,458.0,19.0,29.0,69.0,131.87772925764193,8.0,7.703389830508474,39.333333333333336,16.0,230.2
JD Unadkat,197.0,166.0,7.0,27.0,16.0,118.67469879518073,100.0,8.978883153449084,355.1666666666667,104.0,2509.85
JDP Oram,106.0,108.0,5.0,11.0,6.0,98.14814814814815,9.0,8.835443037974683,39.5,14.0,230.3
JDS Neesham,92.0,93.0,2.0,10.0,6.0,98.9247311827957,8.0,9.277777777777779,36.0,13.0,204.6
JE Root,10.0,15.0,0.0,1.0,1.0,66.66666666666666,0.0,7.0,2.0,1.0,0.5
JE Taylor,3.0,3.0,0.0,2.0,0.0,100.0,6.0,8.051282051282051,19.5,5.0,150.15
JEC Franklin,327.0,301.0,9.0,16.0,25.0,108.63787375415282,9.0,8.741721854304636,25.166666666666668,15.0,241.35
JH Kallis,2427.0,2222.0,44.0,95.0,255.0,109.22592259225922,65.0,7.897818599311137,290.3333333333333,89.0,1746.35
JJ Bumrah,68.0,78.0,1.0,26.0,5.0,87.17948717948718,168.0,7.303414634146342,512.5,133.0,4203.4
JJ Roy,614.0,443.0,21.0,21.0,75.0,138.6004514672686,0.0,0.0,0.0,0.0,30.700000000000003
JJ van der Wath,18.0,16.0,1.0,3.0,1.0,112.5,3.0,10.75,12.0,3.0,75.9
JL Denly,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JL Pattinson,15.0,13.0,0.0,2.0,2.0,115.38461538461537,11.0,9.014084507042254,35.5,10.0,275.75
JM Bairstow,1589.0,1100.0,69.0,50.0,166.0,144.45454545454547,0.0,0.0,0.0,0.0,79.45
JM Kemp,26.0,24.0,1.0,2.0,1.0,108.33333333333333,3.0,7.363636363636364,7.333333333333333,5.0,76.3
JM Sharma,730.0,483.0,45.0,36.0,53.0,151.13871635610764,0.0,0.0,0.0,0.0,36.5
JO Holder,259.0,211.0,18.0,27.0,13.0,122.74881516587676,53.0,8.81005025125628,165.83333333333334,46.0,1337.95
JP Behrendorff,6.0,9.0,0.0,2.0,0.0,66.66666666666666,19.0,9.049180327868852,61.0,17.0,475.3
JP Duminy,2029.0,1636.0,79.0,75.0,126.0,124.02200488997555,23.0,7.380530973451328,113.0,49.0,676.45
JP Faulkner,527.0,390.0,23.0,45.0,36.0,135.12820512820514,61.0,8.718901453957997,206.33333333333334,60.0,1551.35
JPR Scantlebury-Searles,8.0,6.0,1.0,2.0,0.0,133.33333333333331,2.0,12.714285714285714,7.0,3.0,50.4
JR Hazlewood,19.0,28.0,0.0,6.0,1.0,67.85714285714286,35.0,8.059701492537313,100.5,27.0,875.95
JR Hopes,417.0,306.0,11.0,19.0,49.0,136.27450980392157,14.0,9.133333333333333,60.0,20.0,370.85
JR Philippe,78.0,77.0,1.0,5.0,9.0,101.29870129870129,0.0,0.0,0.0,0.0,3.9000000000000004
JW Hastings,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.8275862068965525,9.666666666666666,3.0,75.0
Jalaj S Saxena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0
Jaskaran Singh,8.0,11.0,0.0,4.0,0.0,72.72727272727273,6.0,10.058823529411764,17.0,7.0,150.4
Joginder Sharma,36.0,30.0,2.0,5.0,1.0,120.0,12.0,9.8203125,42.666666666666664,15.0,301.8
K Goel,218.0,231.0,9.0,16.0,17.0,94.37229437229438,0.0,8.454545454545455,11.0,6.0,10.9
K Gowtham,247.0,148.0,17.0,27.0,15.0,166.89189189189187,21.0,8.244897959183673,98.0,35.0,537.35
K Kartikeya,9.0,12.0,0.0,2.0,1.0,75.0,10.0,8.435897435897436,39.0,12.0,250.45
K Khejroliya,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.760330578512397,20.166666666666668,7.0,125.0
K Rabada,206.0,193.0,8.0,28.0,16.0,106.73575129533678,120.0,8.453799890650629,304.8333333333333,80.0,3010.3
K Santokie,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.25,8.0,2.0,75.0
K Upadhyay,12.0,9.0,1.0,2.0,0.0,133.33333333333331,0.0,9.0,9.0,3.0,0.6000000000000001
K Yadav,0.0,4.0,0.0,1.0,0.0,0.0,2.0,9.333333333333334,9.0,3.0,50.0
KA Jamieson,65.0,55.0,3.0,7.0,5.0,118.18181818181819,9.0,9.607142857142858,28.0,9.0,228.25
KA Maharaj,1.0,2.0,0.0,1.0,0.0,50.0,2.0,6.5,6.0,2.0,50.05
KA Pollard,3437.0,2329.0,224.0,168.0,221.0,147.57406612279948,69.0,8.790322580645162,248.0,107.0,1896.85
KAJ Roach,10.0,9.0,0.0,1.0,1.0,111.11111111111111,0.0,10.0,8.0,2.0,0.5
KB Arun Karthik,51.0,51.0,1.0,8.0,4.0,100.0,0.0,0.0,0.0,0.0,2.5500000000000003
KC Cariappa,24.0,21.0,2.0,5.0,0.0,114.28571428571428,8.0,9.666666666666666,36.0,11.0,201.2
KC Sangakkara,1687.0,1392.0,27.0,68.0,195.0,121.19252873563218,0.0,0.0,0.0,0.0,84.35000000000001
KD Karthik,4843.0,3580.0,161.0,233.0,466.0,135.27932960893853,0.0,0.0,0.0,0.0,242.15
KH Pandya,1647.0,1240.0,61.0,107.0,144.0,132.82258064516128,76.0,7.368520263901979,353.6666666666667,117.0,1982.35
KJ Abbott,13.0,8.0,1.0,3.0,0.0,162.5,2.0,11.0625,16.0,5.0,50.65
KK Ahmed,1.0,7.0,0.0,5.0,0.0,14.285714285714285,75.0,8.844827586206897,212.66666666666666,57.0,1875.05
KK Cooper,116.0,68.0,8.0,12.0,9.0,170.58823529411765,33.0,7.885416666666667,96.0,25.0,830.8
KK Nair,1496.0,1171.0,39.0,68.0,161.0,127.75405636208367,0.0,0.0,0.0,0.0,74.8
KL Nagarkoti,22.0,33.0,0.0,7.0,1.0,66.66666666666666,5.0,9.5,30.0,11.0,126.1
KL Rahul,4689.0,3485.0,187.0,122.0,400.0,134.54806312769009,0.0,0.0,0.0,0.0,234.45000000000002
KM Asif,0.0,2.0,0.0,1.0,0.0,0.0,7.0,10.298507462686567,22.333333333333332,7.0,175.0
KM Jadhav,1208.0,981.0,40.0,81.0,102.0,123.13965341488277,0.0,0.0,0.0,0.0,60.400000000000006
KMA Paul,18.0,24.0,1.0,5.0,1.0,75.0,9.0,8.723926380368098,27.166666666666668,8.0,225.9
KMDN Kulasekara,5.0,3.0,0.0,1.0,1.0,166.66666666666669,5.0,7.0588235294117645,17.0,5.0,125.25
KP Appanna,2.0,4.0,0.0,3.0,0.0,50.0,9.0,7.944444444444445,36.0,13.0,225.1
KP Pietersen,1001.0,743.0,40.0,36.0,91.0,134.72409152086138,7.0,7.413793103448276,29.0,13.0,225.05
KR Mayers,379.0,263.0,22.0,13.0,38.0,144.106463878327,0.0,8.428571428571429,7.0,6.0,18.95
KR Sen,0.0,3.0,0.0,1.0,0.0,0.0,14.0,9.634854771784234,40.166666666666664,12.0,350.0
KS Bharat,199.0,163.0,8.0,8.0,12.0,122.08588957055215,0.0,0.0,0.0,0.0,9.950000000000001
KS Sharma,16.0,25.0,0.0,3.0,1.0,64.0,0.0,0.0,0.0,0.0,0.8
KS Williamson,2132.0,1697.0,64.0,76.0,187.0,125.63347083087801,0.0,10.333333333333334,3.0,2.0,106.60000000000001
KT Maphaka,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.833333333333334,6.0,2.0,25.0
KV Sharma,351.0,294.0,17.0,39.0,20.0,119.38775510204083,77.0,8.375919732441472,249.16666666666666,82.0,1942.55
KW Richardson,36.0,39.0,1.0,4.0,2.0,92.3076923076923,20.0,8.453731343283582,55.833333333333336,15.0,501.8
Kamran Akmal,128.0,78.0,8.0,6.0,13.0,164.1025641025641,0.0,0.0,0.0,0.0,6.4
Kamran Khan,3.0,5.0,0.0,1.0,0.0,60.0,10.0,8.638554216867469,27.666666666666668,9.0,250.15
Karanveer Singh,12.0,17.0,0.0,4.0,1.0,70.58823529411765,12.0,9.441176470588236,34.0,9.0,300.6
Kartik Tyagi,13.0,16.0,0.0,6.0,1.0,81.25,15.0,10.13744075829384,70.33333333333333,20.0,375.65
Kuldeep Yadav,183.0,216.0,3.0,32.0,16.0,84.72222222222221,87.0,8.206185567010309,291.0,82.0,2184.15
Kumar Kushagra,3.0,7.0,0.0,3.0,0.0,42.857142857142854,0.0,0.0,0.0,0.0,0.15000000000000002
L Ablish,0.0,2.0,0.0,1.0,0.0,0.0,3.0,10.714285714285714,7.0,3.0,75.0
L Balaji,36.0,49.0,1.0,13.0,2.0,73.46938775510205,76.0,8.047619047619047,252.0,73.0,1901.8
L Ngidi,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.296296296296296,54.0,14.0,625.0
L Ronchi,34.0,34.0,1.0,5.0,6.0,100.0,0.0,0.0,0.0,0.0,1.7000000000000002
L Wood,9.0,3.0,1.0,1.0,0.0,300.0,1.0,15.5,6.0,2.0,25.45
LA Carseldine,81.0,68.0,0.0,5.0,11.0,119.11764705882352,1.0,6.0,1.0,1.0,29.05
LA Pomersbach,302.0,246.0,13.0,16.0,25.0,122.76422764227641,0.0,0.0,0.0,0.0,15.100000000000001
LB Williams,1.0,2.0,0.0,1.0,0.0,50.0,1.0,11.513513513513512,6.166666666666667,2.0,25.05
LE Plunkett,1.0,3.0,0.0,2.0,0.0,33.33333333333333,4.0,9.0,25.0,7.0,100.05
LH Ferguson,68.0,46.0,2.0,7.0,6.0,147.82608695652172,48.0,8.943632567849688,159.66666666666666,45.0,1203.4
LI Meriwala,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.666666666666666,3.0,1.0,25.0
LJ Wright,106.0,60.0,3.0,5.0,16.0,176.66666666666666,2.0,10.47887323943662,11.833333333333334,6.0,55.3
LMP Simmons,1079.0,852.0,44.0,29.0,109.0,126.6431924882629,1.0,11.333333333333334,3.0,1.0,78.95
LPC Silva,40.0,26.0,1.0,3.0,5.0,153.84615384615387,0.0,21.0,1.0,1.0,2.0
LR Shukla,405.0,350.0,16.0,33.0,33.0,115.71428571428572,15.0,8.54140127388535,52.333333333333336,27.0,395.25
LRPL Taylor,1017.0,822.0,46.0,54.0,66.0,123.72262773722629,0.0,12.0,2.0,2.0,50.85
LS Livingstone,939.0,578.0,66.0,39.0,66.0,162.4567474048443,11.0,9.13953488372093,43.0,22.0,321.95
Lalit Yadav,305.0,290.0,7.0,21.0,27.0,105.17241379310344,10.0,8.854166666666666,48.0,19.0,265.25
Liton Das,4.0,4.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.2
M Ashwin,35.0,50.0,1.0,12.0,2.0,70.0,35.0,8.013793103448275,145.0,44.0,876.75
M Jansen,66.0,66.0,2.0,12.0,5.0,100.0,20.0,9.498891352549888,75.16666666666667,21.0,503.3
M Kaif,259.0,250.0,6.0,22.0,22.0,103.60000000000001,0.0,0.0,0.0,0.0,12.950000000000001
M Kartik,113.0,108.0,1.0,14.0,7.0,104.62962962962963,31.0,7.248041775456919,191.5,55.0,780.65
M Klinger,73.0,77.0,0.0,4.0,9.0,94.8051948051948,0.0,0.0,0.0,0.0,3.6500000000000004
M Manhas,514.0,470.0,10.0,38.0,43.0,109.36170212765957,0.0,6.0,7.0,3.0,25.700000000000003
M Markande,48.0,42.0,1.0,10.0,5.0,114.28571428571428,37.0,8.908333333333333,120.0,37.0,927.4
M Morkel,126.0,90.0,5.0,20.0,11.0,140.0,77.0,7.694290976058932,271.5,70.0,1931.3
M Muralitharan,20.0,30.0,0.0,9.0,1.0,66.66666666666666,64.0,6.698952879581152,254.66666666666666,66.0,1601.0
M Ntini,11.0,18.0,0.0,2.0,2.0,61.111111111111114,7.0,6.914285714285715,35.0,9.0,175.55
M Pathirana,0.0,0.0,0.0,0.0,0.0,0.0,34.0,7.875831485587582,75.16666666666667,20.0,850.0
M Prasidh Krishna,9.0,24.0,0.0,7.0,0.0,37.5,50.0,8.916666666666666,192.0,51.0,1250.45
M Rawat,55.0,69.0,1.0,11.0,4.0,79.71014492753623,0.0,0.0,0.0,0.0,2.75
M Shahrukh Khan,553.0,391.0,37.0,37.0,35.0,141.43222506393863,0.0,7.5,2.0,2.0,27.650000000000002
M Siddharth,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.636363636363637,9.166666666666666,3.0,25.0
M Theekshana,7.0,7.0,1.0,2.0,0.0,100.0,25.0,7.663461538461538,104.0,27.0,625.35
M Vijay,2619.0,2150.0,91.0,105.0,247.0,121.81395348837209,0.0,8.166666666666666,6.0,4.0,130.95000000000002
M Vohra,1083.0,829.0,43.0,51.0,104.0,130.63932448733414,0.0,0.0,0.0,0.0,54.150000000000006
M de Lange,1.0,2.0,0.0,1.0,0.0,50.0,5.0,9.38888888888889,18.0,5.0,125.05
MA Agarwal,2669.0,2002.0,98.0,121.0,265.0,133.3166833166833,0.0,0.0,0.0,0.0,133.45000000000002
MA Khote,24.0,22.0,1.0,3.0,2.0,109.09090909090908,2.0,10.2,5.0,2.0,51.2
MA Starc,105.0,109.0,0.0,16.0,11.0,96.3302752293578,51.0,8.209386281588447,138.5,39.0,1280.25
MA Wood,12.0,8.0,1.0,3.0,1.0,150.0,11.0,8.95,20.0,5.0,275.6
MB Parmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,1.0,0.0
MC Henriques,1000.0,788.0,28.0,54.0,87.0,126.90355329949239,42.0,8.141052631578948,158.33333333333334,60.0,1100.0
MC Juneja,125.0,128.0,1.0,7.0,11.0,97.65625,0.0,0.0,0.0,0.0,6.25
MD Mishra,237.0,208.0,8.0,17.0,24.0,113.9423076923077,0.0,0.0,0.0,0.0,11.850000000000001
MD Shanaka,26.0,26.0,1.0,3.0,2.0,100.0,0.0,0.0,0.0,0.0,1.3
MDKJ Perera,14.0,13.0,0.0,2.0,3.0,107.6923076923077,0.0,0.0,0.0,0.0,0.7000000000000001
MEK Hussey,1977.0,1612.0,52.0,58.0,198.0,122.64267990074443,0.0,0.0,0.0,0.0,98.85000000000001
MF Maharoof,177.0,123.0,9.0,14.0,12.0,143.90243902439025,27.0,7.428571428571429,70.0,20.0,683.85
MG Bracewell,58.0,47.0,1.0,4.0,6.0,123.40425531914893,6.0,8.636363636363637,11.0,5.0,152.9
MG Johnson,167.0,164.0,7.0,28.0,10.0,101.82926829268293,62.0,8.297975708502024,205.83333333333334,54.0,1558.35
MG Neser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,4.0,1.0,0.0
MJ Clarke,98.0,94.0,0.0,6.0,12.0,104.25531914893618,2.0,6.090909090909091,11.0,5.0,54.9
MJ Guptill,271.0,197.0,15.0,13.0,24.0,137.56345177664974,0.0,0.0,0.0,0.0,13.55
MJ Henry,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.647058823529411,17.0,6.0,50.0
MJ Lumb,278.0,194.0,6.0,12.0,45.0,143.29896907216494,0.0,0.0,0.0,0.0,13.9
MJ McClenaghan,85.0,70.0,7.0,20.0,5.0,121.42857142857142,71.0,8.491365777080063,212.33333333333334,56.0,1779.25
MJ Santner,70.0,71.0,3.0,11.0,4.0,98.59154929577466,15.0,6.918032786885246,61.0,18.0,378.5
MJ Suthar,1.0,2.0,0.0,1.0,0.0,50.0,0.0,13.0,2.0,1.0,0.05
MK Lomror,527.0,373.0,30.0,35.0,33.0,141.28686327077747,1.0,8.466666666666667,15.0,11.0,51.35
MK Pandey,3859.0,3183.0,111.0,158.0,335.0,121.2378259503613,0.0,0.0,0.0,0.0,192.95000000000002
MK Tiwary,1695.0,1449.0,40.0,83.0,156.0,116.97722567287785,1.0,11.857142857142858,7.0,6.0,109.75
ML Hayden,1107.0,806.0,44.0,32.0,121.0,137.34491315136478,0.0,0.0,0.0,0.0,55.35
MM Ali,1162.0,821.0,67.0,57.0,95.0,141.5347137637028,35.0,7.068601583113456,126.33333333333333,52.0,933.1
MM Patel,39.0,41.0,0.0,12.0,5.0,95.1219512195122,74.0,7.518819188191881,225.83333333333334,63.0,1851.95
MM Sharma,124.0,133.0,4.0,28.0,9.0,93.23308270676691,132.0,8.671105193075899,375.5,111.0,3306.2
MN Samuels,161.0,172.0,7.0,14.0,9.0,93.6046511627907,9.0,7.962616822429907,35.666666666666664,11.0,233.05
MN van Wyk,167.0,132.0,1.0,5.0,19.0,126.51515151515152,0.0,0.0,0.0,0.0,8.35
MP Stoinis,1866.0,1314.0,91.0,88.0,150.0,142.00913242009133,43.0,9.519302615193025,133.83333333333334,62.0,1168.3
MP Yadav,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.986301369863014,12.166666666666666,4.0,175.0
MR Marsh,665.0,521.0,38.0,36.0,48.0,127.6391554702495,37.0,8.517857142857144,93.33333333333333,34.0,958.25
MS Bisla,798.0,702.0,23.0,39.0,93.0,113.67521367521367,0.0,0.0,0.0,0.0,39.900000000000006
MS Dhoni,5243.0,3812.0,252.0,228.0,363.0,137.53934942287515,0.0,0.0,0.0,0.0,262.15000000000003
MS Gony,99.0,71.0,8.0,15.0,6.0,139.43661971830986,37.0,8.695945945945946,148.0,44.0,929.95
MS Wade,183.0,177.0,2.0,14.0,23.0,103.38983050847457,0.0,0.0,0.0,0.0,9.15
MV Boucher,394.0,309.0,13.0,23.0,32.0,127.50809061488673,0.0,0.0,0.0,0.0,19.700000000000003
MW Short,117.0,92.0,4.0,6.0,15.0,127.17391304347827,0.0,6.25,4.0,3.0,5.8500000000000005
Mandeep Singh,1706.0,1388.0,38.0,97.0,176.0,122.91066282420748,0.0,13.0,2.0,2.0,85.30000000000001
Mashrafe Mortaza,2.0,2.0,0.0,1.0,0.0,100.0,0.0,14.5,4.0,1.0,0.1
Mayank Dagar,0.0,1.0,0.0,1.0,0.0,0.0,2.0,8.89051094890511,22.833333333333332,8.0,50.0
Misbah-ul-Haq,117.0,81.0,6.0,8.0,10.0,144.44444444444443,0.0,0.0,0.0,0.0,5.8500000000000005
Mohammad Ashraful,2.0,10.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.1
Mohammad Asif,3.0,6.0,0.0,2.0,0.0,50.0,8.0,9.25,32.0,8.0,200.15
Mohammad Hafeez,64.0,83.0,2.0,8.0,7.0,77.10843373493977,2.0,6.8,10.0,4.0,53.2
Mohammad Nabi,221.0,152.0,12.0,19.0,18.0,145.39473684210526,15.0,7.438848920863309,69.5,23.0,386.05
Mohammed Shami,74.0,79.0,2.0,23.0,6.0,93.67088607594937,127.0,8.42464065708419,405.8333333333333,110.0,3178.7
Mohammed Siraj,109.0,119.0,4.0,20.0,10.0,91.59663865546219,94.0,8.647599591419816,326.3333333333333,93.0,2355.45
Mohit Rathee,1.0,2.0,0.0,1.0,0.0,50.0,0.0,14.5,2.0,1.0,0.05
Mohsin Khan,25.0,24.0,1.0,5.0,2.0,104.16666666666667,27.0,8.506172839506172,81.0,23.0,676.25
Monu Kumar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0
Mujeeb Ur Rahman,12.0,15.0,0.0,6.0,2.0,80.0,19.0,8.184331797235023,72.33333333333333,19.0,475.6
Mukesh Choudhary,6.0,6.0,0.0,2.0,1.0,100.0,16.0,9.698924731182796,46.5,14.0,400.3
Mukesh Kumar,10.0,18.0,0.0,5.0,0.0,55.55555555555556,25.0,10.436090225563909,66.5,20.0,625.5
Mustafizur Rahman,13.0,23.0,1.0,6.0,0.0,56.52173913043478,61.0,8.133949191685913,216.5,57.0,1525.65
N Burger,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.529411764705882,17.0,5.0,175.0
N Jagadeesan,162.0,147.0,2.0,10.0,21.0,110.20408163265304,0.0,0.0,0.0,0.0,8.1
N Pooran,1769.0,1092.0,127.0,72.0,113.0,161.996336996337,0.0,0.0,0.0,0.0,88.45
N Rana,2636.0,1952.0,132.0,101.0,234.0,135.04098360655738,10.0,8.4,30.0,24.0,381.8
N Saini,140.0,141.0,0.0,10.0,16.0,99.29078014184397,0.0,0.0,0.0,0.0,7.0
N Thushara,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.884615384615385,26.0,7.0,200.0
N Wadhera,350.0,250.0,18.0,16.0,32.0,140.0,0.0,6.5,2.0,1.0,17.5
NA Saini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,0.0
NB Singh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.75,4.0,2.0,25.0
ND Doshi,0.0,13.0,0.0,1.0,0.0,0.0,2.0,8.464285714285714,9.333333333333334,4.0,50.0
NJ Maddinson,20.0,21.0,0.0,3.0,4.0,95.23809523809523,0.0,0.0,0.0,0.0,1.0
NJ Rimmington,1.0,1.0,0.0,1.0,0.0,100.0,0.0,6.333333333333333,3.0,1.0,0.05
NK Patel,121.0,119.0,1.0,6.0,14.0,101.68067226890756,0.0,0.0,0.0,0.0,6.050000000000001
NL McCullum,26.0,22.0,1.0,2.0,0.0,118.18181818181819,0.0,6.8,5.0,2.0,1.3
NLTC Perera,424.0,309.0,26.0,30.0,23.0,137.2168284789644,31.0,8.73352435530086,116.33333333333333,36.0,796.2
NM Coulter-Nile,82.0,72.0,4.0,16.0,7.0,113.88888888888889,48.0,7.701283547257876,142.83333333333334,38.0,1204.1
NS Naik,31.0,50.0,0.0,4.0,2.0,62.0,0.0,0.0,0.0,0.0,1.55
NT Ellis,19.0,25.0,1.0,5.0,0.0,76.0,18.0,8.610169491525424,59.0,16.0,450.95
NV Ojha,1554.0,1313.0,79.0,94.0,121.0,118.35491241431835,0.0,0.0,0.0,0.0,77.7
Naman Dhir,140.0,79.0,10.0,7.0,12.0,177.2151898734177,0.0,11.785714285714285,4.666666666666667,3.0,7.0
Navdeep Saini,33.0,37.0,0.0,7.0,3.0,89.1891891891892,24.0,8.705521472392638,108.66666666666667,31.0,601.65
Naveen-ul-Haq,18.0,25.0,0.0,4.0,2.0,72.0,25.0,9.123711340206185,64.66666666666667,17.0,625.9
Nithish Kumar Reddy,303.0,212.0,21.0,11.0,15.0,142.9245283018868,3.0,11.394495412844035,18.166666666666668,9.0,90.15
Noor Ahmad,13.0,18.0,0.0,5.0,2.0,72.22222222222221,24.0,8.036585365853659,82.0,23.0,600.65
O Thomas,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.9,10.0,4.0,125.0
OA Shah,506.0,389.0,23.0,22.0,34.0,130.0771208226221,0.0,0.0,0.0,0.0,25.3
OC McCoy,8.0,5.0,1.0,1.0,0.0,160.0,11.0,9.222222222222221,27.0,8.0,275.4
OF Smith,51.0,44.0,5.0,6.0,1.0,115.90909090909092,6.0,11.866666666666667,15.0,6.0,152.55
P Amarnath,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.727272727272727,22.0,6.0,175.0
P Awana,5.0,14.0,0.0,5.0,0.0,35.714285714285715,39.0,8.265060240963855,124.5,33.0,975.25
P Chopra,8.0,6.0,0.0,1.0,2.0,133.33333333333331,0.0,0.0,0.0,0.0,0.4
P Dogra,127.0,138.0,5.0,12.0,4.0,92.02898550724638,0.0,0.0,0.0,0.0,6.3500000000000005
P Dubey,23.0,33.0,0.0,2.0,2.0,69.6969696969697,1.0,8.272727272727273,11.0,4.0,26.15
P Kumar,340.0,314.0,17.0,57.0,22.0,108.28025477707006,90.0,7.728209191759112,420.6666666666667,119.0,2267.0
P Negi,365.0,289.0,16.0,35.0,27.0,126.29757785467129,35.0,7.868715083798883,119.33333333333333,42.0,893.25
P Parameswaran,1.0,2.0,0.0,2.0,0.0,50.0,9.0,8.727272727272727,25.666666666666668,8.0,225.05
P Prasanth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0
P Ray Barman,19.0,24.0,0.0,1.0,2.0,79.16666666666666,0.0,14.0,4.0,1.0,0.9500000000000001
P Sahu,19.0,13.0,1.0,2.0,1.0,146.15384615384613,3.0,8.342857142857143,17.5,5.0,75.95
P Simran Singh,756.0,517.0,41.0,34.0,78.0,146.22823984526113,0.0,0.0,0.0,0.0,37.800000000000004
P Suyal,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.4375,16.0,5.0,50.0
